Loc.code,Province,EcoRegion,Site,SiteName,Aspect_NS,Soil,Loc.code,y,x,elev,Aspect,Slope,Moss,Rocks,Bare Soil,Burrow,Litter Depth,Scat,Shrub Cover,Herb Cover,Mean shrub ht (m,max shrub ht (m),OM,ENR,Bray_P,Olsen_P,PH,K,S,MG,CA,NA,H,CEC,CaMgRatio,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,ndvi_mar,ndvi_aug
ncmcnse,nc,460,mc,McLaughlin Reserve,n,se,ncmcnse,38.86087,-122.41477,656,10,16,0.33,20.79,2.57,5.07,1.73,0.57,54.3,28.74,1.33,1.33,6,150,18.5,8.1,7,73.5,4.1,1890,469.2,10,0,18.1,0.25,135,153,47,5986,328,5,323,65,214,214,65,860,182,1,89,467,11,11,467,52,136
ncmcsns,nc,460,mc,McLaughlin Reserve,s,ns,ncmcsns,38.87251,-122.43125,682,193.6,12.1,0.57,0,4.29,0,2.07,0,48.57,42.86,1.87,2.57,6.5,160.2,8.8,17.3,6.2,278.2,3.13,720.6,2254,19.8,2.5,20.4,3.13,133,152,47,5955,325,4,321,64,212,212,64,886,186,1,89,479,11,11,479,50,145
ncmcsse,nc,460,mc,McLaughlin Reserve,s,se,ncmcsse,38.85492,-122.41327,682,217,10.3,0,63.5,0.36,0.29,1.66,0.14,67.8,3.46,1.93,1.93,6.3,156,18.5,4.3,6.9,51.6,0,3419,556.7,12,0.5,31.6,0.16,134,152,47,5944,326,5,321,65,212,212,65,876,184,1,88,474,11,11,474,132,137
ncpcnns,nc,260,pc,Pope Canyon,n,ns,ncpcnns,38.64463,-122.35434,156,36.3,23.3,3.29,2.14,3.86,0.14,1.5,0,10.43,52.14,0.19,0.23,13.4,297.4,60.4,26.8,6.8,328.8,1.94,988,1915,13.5,0.6,19.2,1.94,150,163,50,5668,337,15,322,81,223,223,81,791,172,1,92,442,9,9,442,112,195
ncpcnse,nc,260,pc,Pope Canyon,n,se,ncpcnse,38.64897,-122.36117,245,309,13,1.76,12.64,7.83,1.86,2.4,0.43,53.62,29.94,1.1,4.77,5.1,132,20,12.5,6.8,93.6,2.8,2982,467.1,12.8,0.8,28,0.16,150,163,50,5623,337,14,323,80,221,221,80,803,175,1,92,449,9,9,449,164,152
ncpcsns,nc,260,pc,Pope Canyon,s,ns,ncpcsns,38.64540,-122.35325,195,234,15,1.71,0,5,0,1.21,0,0,80,0,0,4.7,124.8,44.3,17.9,6.7,273,9.62,217.5,2092,15.3,0.6,13.6,9.62,150,163,50,5668,337,15,322,81,223,223,81,791,172,1,92,442,9,9,442,160,163
ncpcsse,nc,260,pc,Pope Canyon,s,se,ncpcsse,38.64970,-122.36328,253,173,11.1,0.41,18.69,4.36,1.43,1.69,0.83,51.75,45.2,3.67,3.67,6.9,169,18.4,6.5,6.7,136.8,2.8,2048,676.6,13.7,1,21.6,0.33,150,163,50,5623,337,14,323,80,221,221,80,803,175,1,92,449,9,9,449,164,152
ncpmnse,nc,289,pm,Patton Mill,n,se,ncpmnse,39.91833,-122.67758,1203,300,14,0.7,14.94,1.96,1.11,2.83,0.43,57.12,3.13,2.19,2.19,6.6,162,20.5,8.6,6.6,80.6,0.7,1679,1106,6.5,1.2,20.8,0.66,103,153,47,6025,297,-26,323,41,183,184,36,1116,199,3,79,562,27,40,549,142,150
ncpmsse,nc,289,pm,Patton Mill,s,se,ncpmsse,39.91702,-122.67670,1213,165,11.9,1.17,22,0.4,0.59,3.31,0.14,74.25,11.43,1.73,1.94,4.2,113,16,2.6,7.2,35.1,0,1890,1004,8.7,0,20.7,0.53,103,153,47,6025,297,-26,323,41,183,184,36,1116,199,3,79,562,27,40,549,142,167
ncrinns,nc,179,ri,Ring Mountain,n,ns,ncrinns,37.90817,-122.50839,71,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,93,51,3124,233,53,180,105,176,180,100,920,195,1,91,503,10,14,497,173,194
ncrinse,nc,179,ri,Ring Mountain,n,se,ncrinse,37.91067,-122.49500,175,54,7.6,1.4,15.57,1.71,0.29,1.04,0,0,83.14,0,0,5.7,143,1,2.8,6.9,182,18.7,2860,434.4,27.3,0.4,26.7,0.15,140,97,53,3155,234,52,182,104,175,179,98,920,192,1,90,497,10,14,491,171,115
ncrisns,nc,179,ri,Ring Mountain,s,ns,ncrisns,37.90552,-122.50861,100,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,93,51,3124,233,53,180,105,176,180,100,920,195,1,91,503,10,14,497,182,194
ncrisse,nc,179,ri,Ring Mountain,s,se,ncrisse,37.91067,-122.49367,153,33,12,0.14,32.57,0.29,0,1.29,0,0,67.14,0,0,6.4,158,1,6.2,6.9,466.3,13.5,3012,672.3,36.5,0.4,29.9,0.22,140,97,53,3155,234,52,182,104,175,179,98,920,192,1,90,497,10,14,491,171,115
ncrmnse,nc,463,rm,Red Mountain,n,se,ncrmnse,39.90577,-123.65077,1205,4,16.9,0.67,13.64,4.93,0.21,3.1,0,68.76,7.6,0.76,4.61,7.6,183,16.6,2.3,6.8,36.7,2.4,640.8,347.9,10.3,0.2,7.4,0.54,84,139,52,4558,246,-20,266,40,145,147,35,1646,287,5,81,845,36,57,807,82,172
ncrmsse,nc,463,rm,Red Mountain,s,se,ncrmsse,39.90597,-123.65302,1193,150,15,0.86,21.79,0.57,0.29,3.99,0.14,67.38,4.17,1.2,7.4,8.1,192,16,2.4,6.4,36.4,4.1,451,310.5,12.3,0.5,5.9,0.69,84,139,52,4558,246,-20,266,40,145,147,35,1646,287,5,81,845,36,57,807,82,172
ncrvnns,nc,220,rv,Rice Valley,n,ns,ncrvnns,39.39427,-122.86667,733,57.6,18.3,15,7.86,12.86,0.14,1.79,0,0.71,0.43,0,0,9,209.2,50.6,26,6.7,403.4,12.94,208.4,2696,16.5,0.8,17,12.94,125,168,49,6043,327,-13,340,61,206,206,56,979,192,2,86,518,16,16,509,209,206
ncrvnse,nc,220,rv,Rice Valley,n,se,ncrvnse,39.39025,-122.91872,783,35,4.1,1.06,10.14,18.43,2.14,1.94,0,63.5,8,1.23,1.23,2.9,87,2.3,1,7,116.3,0,3855,426.2,15.7,0,34.2,0.11,121,166,49,5877,320,-13,333,59,200,200,55,1043,202,2,86,550,17,17,539,193,180
ncrvsns,nc,220,rv,Rice Valley,s,ns,ncrvsns,39.39531,-122.86731,732,238.1,11.6,2.86,0,1.43,0,2,0,100,0,2.86,4.43,7.1,171.6,76,32.9,6.4,317.9,11.47,165.9,1903,16.5,1.2,12.9,11.47,125,168,49,6043,327,-13,340,61,206,206,56,979,192,2,86,518,16,16,509,209,207
ncrvsse,nc,220,rv,Rice Valley,s,se,ncrvsse,39.39025,-122.91872,783,187,8,4,19.57,4.29,0.43,2.23,0,64.25,4.64,2.84,2.84,3.6,102,6.1,1,7.2,41.6,0,1486,511.3,15.1,0,14.9,0.34,121,166,49,5877,320,-13,333,59,200,200,55,1043,202,2,86,550,17,17,539,193,180
ncsnnns,nc,250,sn,Snow Mountain,n,ns,ncsnnns,39.34160,-122.74878,1519,40.1,29.4,0,0,0,0,2.71,0,2,7.86,0.06,0.09,15.1,332.2,124.2,49.9,5.1,172.9,9.56,132.2,1264,15.8,4.8,12.8,9.56,87,137,47,5383,262,-24,286,38,159,162,31,1323,241,4,81,674,28,42,622,90,205
ncsnnse,nc,250,sn,Snow Mountain,n,se,ncsnnse,39.35345,-122.74800,1720,324,6.3,0,48.57,51.43,0,0.01,0,0,0.33,0.03,0.03,0.6,42,8.7,6.9,6.9,11.9,9.2,453.9,84.3,11.5,0.1,4.3,0.19,75,130,46,5243,243,-36,279,30,145,148,20,1422,253,5,80,716,33,48,660,53,178
ncsnsns,nc,250,sn,Snow Mountain,s,ns,ncsnsns,39.34113,-122.75056,1534,235.7,28.7,0,0.71,3.57,0,4.86,0,0,0.14,0,0,32.4,677,46.2,19,5.1,94.2,5.76,113,650.9,12.4,2.7,7.2,5.76,93,141,47,5480,272,-22,294,41,166,168,35,1274,234,3,82,652,25,39,637,90,205
ncsnsse,nc,250,sn,Snow Mountain,s,se,ncsnsse,39.35345,-122.74800,1720,193,4.7,0,18.57,62.14,4.29,0.06,0.43,0,10.57,0.03,0.03,2,70,14.7,8.5,6.9,36.2,2.7,916.1,273.2,11,0.1,9.2,0.3,75,130,46,5243,243,-36,279,30,145,148,20,1422,253,5,80,716,33,48,660,53,178
ncssnns,nc,255,ss,Sugarloaf State Park,n,ns,ncssnns,38.44533,-122.51050,573,40,8,0.29,0,0,0,7.57,0,95.71,4.57,20,20,6.2,154.6,74.2,27.5,6.2,613.6,7.87,386.5,3042,19.3,2.7,22.7,7.87,136,135,49,4926,300,28,272,78,199,200,78,1092,235,2,90,594,12,21,594,180,171
ncssnse,nc,255,ss,Sugarloaf State Park,n,se,ncssnse,38.44393,-122.51340,496,264,20.3,4.29,3.29,6.07,4.43,3.36,0.14,82.5,34.86,1.97,1.97,5.5,140,8.5,1,6.6,86.8,0,1720,774.7,15.4,1.2,19.5,0.45,136,135,49,4926,300,28,272,78,199,200,78,1092,235,2,90,594,12,21,594,186,192
ncsssns,nc,255,ss,Sugarloaf State Park,s,ns,ncsssns,38.44533,-122.51050,573,170,25,0.29,0,0,0,3.86,0,77.86,7.86,8,8,14.5,319.2,22,21.8,5.9,310.1,7.01,398.9,2795,23.6,3.7,21.8,7.01,136,135,49,4926,300,28,272,78,199,200,78,1092,235,2,90,594,12,21,594,180,171
ncsssse,nc,255,ss,Sugarloaf State Park,s,se,ncsssse,38.44368,-122.51327,502,115,10,10.14,9.43,6.43,10.14,2.86,0.29,81.75,12.43,1.69,1.69,7.2,174,2.2,1,6.6,127.5,0,2196,1011,15.7,1.5,25,0.46,136,135,49,4926,300,28,272,78,199,200,78,1092,235,2,90,594,12,21,594,186,192
nctbnse,nc,308,tb,Triplet Butte,n,se,nctbnse,39.47159,-122.65103,909,29,4.4,0.79,6,10.71,4.43,2.63,0,76,1.04,2.6,2.6,4.1,113,6.3,2.8,7,58.5,0,1626,515.6,12.4,0,16.1,0.32,129,163,47,6299,331,-11,342,62,213,213,57,849,168,2,85,446,17,17,443,175,187
nctbsse,nc,308,tb,Triplet Butte,s,se,nctbsse,39.47158,-122.65103,909,126,8.7,0.14,24.43,11.43,0.86,0.99,0,70.25,5.24,2.37,2.37,2.1,72,10.5,2,7,65.4,11.3,1002,426.9,10.4,0,10.6,0.43,129,163,47,6299,331,-11,342,62,213,213,57,849,168,2,85,446,17,17,443,175,187
nctonns,nc,232,to,Tolay Creek,n,ns,nctonns,38.15483,-122.46017,203,350,9.3,0,0,0.71,0,0.53,0,0,99.29,0,0,4.9,127.4,42.4,19,5.8,418.2,2.6,488.3,1271,28.8,2.7,14.3,2.6,143,130,54,4032,275,36,239,91,190,193,91,839,189,1,93,471,9,13,471,240,104
nctonse,nc,232,to,Tolay Creek,n,se,nctonse,38.17467,-122.48800,154,65,7.7,0,20.14,2.29,0.29,0.11,0.14,0,77.43,0,0,5.1,131,10,16.7,6.6,188.7,4.3,2256,378.8,20.3,1.3,22.4,0.17,142,133,54,4079,277,34,243,90,190,193,90,865,193,1,92,483,9,13,483,203,102
nctosns,nc,232,to,Tolay Creek,s,ns,nctosns,38.15583,-122.46200,202,170,25,0,0,2.57,0.14,0.57,0,0,97.57,0,0,16.7,363.4,8.6,17.5,5.5,377.7,4.88,224.6,1096,21.6,2.9,11.3,4.88,143,130,54,4032,275,36,239,91,190,193,91,839,189,1,93,471,9,13,471,240,104
nctosse,nc,232,to,Tolay Creek,s,se,nctosse,38.17333,-122.48817,155,151,5.7,0,8.14,14.57,0.86,0.1,0.71,0,77.29,0,0,5.6,142,4.8,14.1,6.7,186,12.6,2372,376.7,19.8,1,23,0.16,142,133,54,4079,277,34,243,90,190,193,90,865,193,1,92,483,9,13,483,208,110
ncwmnns,nc,557,wm,West Marin,n,ns,ncwmnns,38.16190,-122.82207,222,61.7,25,0,0.43,6.29,0,10.71,0,2.43,58,0.06,0.08,17.6,382.4,48,33.5,4.8,347.5,6.53,260.8,1702,39.8,10.4,22.1,6.53,129,124,57,3383,248,34,214,92,168,172,87,1087,231,2,90,591,13,20,586,196,155
ncwmnse,nc,557,wm,West Marin,n,se,ncwmnse,38.15817,-122.83467,273,61,14.9,1,28.29,6.14,1,0.5,0.29,0,65.43,0,0,6.7,165,2,14,6.7,163,4.3,2355,439.1,30,1,23.1,0.19,129,123,58,3317,246,34,212,92,167,172,88,1067,227,2,90,580,13,20,576,182,128
ncwmsns,nc,557,wm,West Marin,s,ns,ncwmsns,38.15993,-122.82155,221,195.6,19.3,0,0.14,13.14,0,2.43,0,67.71,60.14,0.74,0.97,4.4,118.2,4.7,12.8,5.7,248.6,4.98,221.7,1105,34.4,2.2,10.3,4.98,129,124,57,3383,248,34,214,92,168,172,87,1087,231,2,90,591,13,20,586,196,155
ncwmsse,nc,557,wm,West Marin,s,se,ncwmsse,38.15817,-122.83483,273,196,12.7,0,8.43,15.14,1,0.49,0.14,0,76.43,0,0,5.1,132,2,9,7,172.5,8.3,2357,433.4,32.2,0,22.1,0.18,129,123,58,3317,246,34,212,92,167,172,88,1067,227,2,90,580,13,20,576,182,128
ncwrnns,nc,256,wr,Walker Ridge,n,ns,ncwrnns,39.15860,-122.47162,523,23.4,27,8,3.57,6.43,0.14,2,0,87.86,13.57,2.56,3.34,5.2,133.2,36,18.5,6.9,272.1,5.62,340.6,1913,13.2,0.2,13.3,5.62,139,165,47,6385,340,-5,345,64,224,224,64,674,142,1,87,368,11,11,368,76,178
ncwrnse,nc,256,wr,Walker Ridge,n,se,ncwrnse,39.14107,-122.47530,734,40,17,0.73,25.5,4.21,0,1.99,0.29,51.75,0.55,2.09,2.87,3.5,101,18.1,34.4,7,51.7,4.5,1706,468.7,13.6,0,16.6,0.27,130,157,47,6181,327,-5,332,59,213,213,59,828,170,2,86,442,14,14,442,102,145
ncwrsns,nc,256,wr,Walker Ridge,s,ns,ncwrsns,39.10665,-122.49494,985,199.1,12.7,0.57,4.43,73.57,0,1,0,95.71,0,1.11,1.51,1.8,66.8,6.6,6.8,6.2,129.5,3.37,243.9,821.9,17.4,0.9,7.4,3.37,119,149,47,5933,309,-6,315,60,199,199,53,998,199,2,85,523,16,26,523,57,187
ncwrsse,nc,256,wr,Walker Ridge,s,se,ncwrsse,39.14083,-122.47537,735,176,15.3,1.31,35.31,1.36,1.29,1.34,0.14,54.75,0.55,1.97,2.41,3.8,107,6.5,9,6.9,46.4,0,1378,736.6,10.2,0.2,15.4,0.53,130,157,47,6181,327,-5,332,59,213,213,59,828,170,2,86,442,14,14,442,102,145
scbinns,sc,2109,bi,Bianchi,n,ns,scbinns,35.61395,-121.05767,252,19.9,21.6,0,8.29,22.86,7.14,1.5,0,68,57.71,1.27,2.08,4.4,117.6,24.7,12.2,5.2,143.5,4.2,340.8,1430,23.9,5.5,15.9,4.2,134,146,63,3009,255,25,230,97,169,173,97,262,53,0,88,142,2,6,142,175,121
scbinse,sc,2109,bi,Bianchi,n,se,scbinse,35.62540,-121.05972,204,86,16.3,0,18.29,4.57,0.29,0.54,0,0,72.14,0,0,4.1,113,2,2.8,7.2,83.5,12,2086,439.1,15.2,0,19.6,0.21,134,147,63,3044,255,24,231,97,169,174,97,246,50,0,87,133,2,6,133,192,162
scbisns,sc,2109,bi,Bianchi,s,ns,scbisns,35.61038,-121.05968,253,190.3,26.7,0,43.71,22.71,0,1.86,0,63.86,2.86,1,1.19,15.4,338.6,60.3,26.7,5.9,432.4,4.14,838.9,3475,55.3,5.2,30.8,4.14,136,141,64,2832,249,29,220,100,167,172,100,206,42,0,85,112,1,5,112,185,113
scbisse,sc,2109,bi,Bianchi,s,se,scbisse,35.62540,-121.05972,204,153,17.1,0,6.86,18.57,0.57,2.11,1.43,37.25,34.01,2.43,2.43,4.3,116,3,9,7.2,92.5,15.5,2115,555,21.4,0,20.5,0.26,134,147,63,3044,255,24,231,97,169,174,97,246,50,0,87,133,2,6,133,192,162
scchnns,sc,2116,ch,Cholame,n,ns,scchnns,35.71091,-120.26170,429,25.9,19,0,1.29,18.57,0,0.36,5.71,0,70.71,0,0,4.4,117,36.5,18,7.1,375.2,3.03,1207,3662,44,0,29.4,3.03,153,184,50,6125,360,-1,361,92,233,233,79,365,73,1,88,203,3,3,198,156,95
scchnse,sc,2116,ch,Cholame,n,se,scchnse,35.70333,-120.25833,475,320,9.9,0,20.43,4.57,1,0.5,0.43,0,75,0,0,4.5,120,18.7,16.8,7.3,241.3,8.5,899.4,859.7,7.1,0,12.3,0.96,150,183,50,6066,357,-3,360,89,229,229,77,402,80,1,88,223,3,3,217,191,98
scchsns,sc,2116,ch,Cholame,s,ns,scchsns,35.71009,-120.26328,430,248.9,20.6,0,1.71,58.57,0.14,0.07,0.43,1.43,37.57,0,0,5.1,131.8,22.5,27.1,7.1,466.3,9.02,431.9,3895,24.1,0,24.3,9.02,153,184,50,6125,360,-1,361,92,233,233,79,365,73,1,88,203,3,3,198,157,95
scchsse,sc,2116,ch,Cholame,s,se,scchsse,35.70567,-120.25767,466,172,16.6,0,9.57,28.86,1,0.37,0.14,0,52.86,0,0,3.7,104,16.8,12.8,7.2,205.8,11.8,832.8,1070,9.1,0,12.8,1.28,151,183,50,6110,358,-3,361,89,230,230,77,394,78,1,89,217,3,3,212,188,98
sccinns,sc,2254,ci,Catalina Island,n,ns,sccinns,33.40527,-118.40589,NA,20.1,14.4,0,6.86,21.57,0,0.07,0.14,37.86,43.57,0.44,0.54,13.5,299.4,14.2,8.8,6,273.6,3.55,351.4,1249,33.9,1.8,11.7,3.55,158,79,45,3398,253,79,174,132,193,206,123,318,70,0,95,189,3,6,128,129,130
sccinse,sc,2254,ci,Catalina Island,n,se,sccinse,33.40920,-118.42547,NA,54,14.1,2.14,0.51,10.14,22,3.2,0.57,45.8,26.14,2.64,2.64,7.2,173,2.7,6.8,6,170.1,0,355,1342,35.7,1.8,12,3.78,160,79,47,3139,250,84,166,135,192,204,127,309,62,0,93,178,3,6,136,142,118
sccisns,sc,2254,ci,Catalina Island,s,ns,sccisns,33.40459,-118.40674,NA,232.9,25.1,0,0,0.71,0,0,0.43,79.29,66.43,2.3,2.79,3,90.6,24.1,10.9,5.9,332.8,2.5,184.9,462.7,42.2,1,5.9,2.5,158,79,45,3398,253,79,174,132,193,206,123,318,70,0,95,189,3,6,128,130,130
sccisse,sc,2254,ci,Catalina Island,s,se,sccisse,33.40812,-118.42612,NA,111,14.7,0,0.71,19.86,4.86,2.36,0.14,1.76,22.79,0.74,0.74,1.8,66,2.8,1,6.7,108.4,1.5,857.9,610.3,52.2,0.5,11.1,0.71,159,79,47,3176,250,83,167,135,192,204,126,306,62,0,93,178,3,6,134,140,118
sccmnns,sc,1802,cm,Congon Mountain,n,ns,sccmnns,36.29668,-120.68121,910,10.9,31.1,0.14,0,10,0.14,1.21,0,87.86,0.14,2.57,3.03,4.3,116.4,36.6,10.3,6.1,255.8,3.86,524.4,2022,14.2,2.5,17.6,3.86,126,184,52,5868,335,-16,351,66,205,206,61,601,113,1,85,314,6,17,308,158,138
sccmnse,sc,1802,cm,Congon Mountain,n,se,sccmnse,36.31255,-120.66510,1348,294,25.9,0.47,15.07,12.29,15.14,2.49,0.43,43.8,31.71,1.37,1.5,3.5,99,40.8,20,6.3,120.1,0,237.7,1126,17.5,0.9,8.9,4.74,112,165,51,5641,307,-16,323,54,187,190,52,789,146,2,85,408,9,21,400,169,151
sccmsns,sc,1802,cm,Congon Mountain,s,ns,sccmsns,36.29407,-120.68214,901,207.9,19.1,0,0.14,27.29,0.57,0.29,0,0,58.57,0,0,4.2,114.8,40,16.5,7.2,320.5,9.43,353.8,3336,16.6,0,20.4,9.43,126,184,52,5868,335,-16,351,66,205,206,61,601,113,1,85,314,6,17,308,158,129
sccmsse,sc,1802,cm,Congon Mountain,s,se,sccmsse,36.31240,-120.66485,1342,181,28.9,0,16.86,7.86,2.5,1.46,0.57,65.25,16.93,0.99,1.16,2.5,80,46.9,16.3,6.4,179.6,0,214.7,1463,15.4,0.9,10.5,6.81,112,165,51,5641,307,-16,323,54,187,190,52,789,146,2,85,408,9,21,400,169,151
sccrnns,sc,1602,cr,Coyote Ridge,n,ns,sccrnns,37.18295,-121.52810,695,34.6,21.6,4.57,0,3.57,0,4.43,0,1.57,70.71,0.04,0.04,4.9,127.6,16.1,9.7,6.1,247.9,9.2,171.5,1577,13.9,1.6,11.6,9.2,144,150,49,5276,320,18,302,81,211,214,81,579,114,2,86,301,8,14,301,94,131
sccrnse,sc,1602,cr,Coyote Ridge,n,se,sccrnse,37.18267,-121.65588,394,357,27,9.14,4.86,6,20.14,2.01,0.57,70.37,67.86,2.06,2.06,8.1,192,46.5,20,6.8,281.7,3.1,1652,1508,19.5,0.7,22.6,0.91,145,148,51,4876,310,22,288,86,206,210,86,617,126,2,88,327,8,14,327,163,106
sccrsns,sc,1602,cr,Coyote Ridge,s,ns,sccrsns,37.18020,-121.53185,715,201.7,23.4,0,5.43,3.43,0,8.29,0,0,67,0,0,7.4,177.8,16.7,4.9,6.1,247.1,5.07,360.4,1828,19,2.1,14.9,5.07,144,150,49,5276,320,18,302,81,211,214,81,579,114,2,86,301,8,14,301,104,164
sccrsse,sc,1602,cr,Coyote Ridge,s,se,sccrsse,37.18242,-121.65538,394,76,21,2.29,13.14,5.71,3.43,1.44,0.67,30.25,69.29,0.21,0.21,6.6,163,12.2,12.4,6.7,161.5,5.7,1765,1186,18.2,1,21.9,0.67,145,148,51,4876,310,22,288,86,206,210,86,617,126,2,88,327,8,14,327,166,117
sccunns,sc,2112,cu,Cuesta Ridge,n,ns,sccunns,35.33970,-120.63242,359,38.3,39.9,4,0.86,23,0.29,3.43,0,67.86,27.14,0.74,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,157,59,3670,286,22,264,101,185,189,96,691,142,1,92,385,5,14,381,176,183
sccunse,sc,2112,cu,Cuesta Ridge,n,se,sccunse,35.36263,-120.65790,730,340,21.1,0,10.76,1.57,0.64,3.04,0.86,64.75,0.01,4.37,4.37,7.7,184,12.4,12.7,7,61.2,2.4,1658,203.2,21,0,14.9,0.12,128,158,57,4053,284,10,274,85,179,183,82,653,127,1,90,357,5,14,349,81,171
sccusns,sc,2112,cu,Cuesta Ridge,s,ns,sccusns,35.34504,-120.63071,443,147.9,28.4,0.14,0.86,19.29,0.14,3.43,0,65,9.86,1.01,1.34,6.5,160.8,2.9,4.9,6.1,374.8,0.95,2258,2135,35.1,4.9,35.3,0.95,135,159,58,3873,287,16,271,94,183,188,90,652,130,1,91,360,5,14,354,184,188
sccusse,sc,2112,cu,Cuesta Ridge,s,se,sccusse,35.36347,-120.65737,746,240,22,0,16.07,2.57,0.86,1.73,0.43,53.6,3.31,2.71,4.57,8.6,201,14.5,10.9,6.6,81.3,4.7,1695,1276,25.3,1.3,21.9,0.75,128,158,57,4053,284,10,274,85,179,183,82,653,127,1,90,357,5,14,349,81,171
scdinns,sc,871,di,Diablo,n,ns,scdinns,37.87958,-121.93020,919,39.9,29.9,7,15.57,9.29,0,1.43,0,45,33.86,0.8,1.03,12.9,288.4,16.6,10,6.5,324,6.26,385.7,2416,18.3,1.3,17.4,6.26,134,120,44,5348,296,29,267,77,204,208,77,755,143,2,84,381,10,18,381,206,187
scdinse,sc,871,di,Diablo,n,se,scdinse,37.89283,-121.93152,652,321,17.3,2.51,30,2.36,2.29,1.54,0.86,58,30.89,0.66,0.79,7.3,176,14.8,12.7,7.1,120.8,0.3,2656,673.9,11.8,0,25.6,0.25,147,122,46,5226,306,41,265,89,214,219,89,610,121,1,85,313,8,14,313,191,136
scdisns,sc,871,di,Diablo,s,ns,scdisns,37.87903,-121.93071,966,241.7,19.3,0,0.86,8.86,0,0.29,0,0,90.71,0,0,4.7,124,38.1,13.4,6.7,249.5,7.29,296.4,2162,21.7,0.7,14.6,7.29,134,120,44,5348,296,29,267,77,204,208,77,755,143,2,84,381,10,18,381,206,187
scdisse,sc,871,di,Diablo,s,se,scdisse,37.89235,-121.93120,657,222,8.4,1.49,13.14,3.29,2.29,3.46,0.14,48.75,12.31,1.3,1.3,6.3,157,12.4,12.4,7.1,136.6,0,2946,838.1,15,0,28.8,0.28,147,122,46,5226,306,41,265,89,214,219,89,610,121,1,85,313,8,14,313,182,154
scdpnns,sc,1523,dp,Del Puerto,n,ns,scdpnns,37.33201,-121.20719,225,29,15.1,2.14,0.43,11.86,0.29,0.43,0.43,0,72.86,0,0,5.6,141.8,44.3,24.9,6.6,271.7,7.12,306.8,2185,14,0.9,15.1,7.12,157,154,46,6094,347,18,329,80,234,234,80,357,70,1,84,184,5,5,184,93,105
scdpnse,sc,1523,dp,Del Puerto,n,se,scdpnse,37.40705,-121.41000,492,310,25,1.36,45,6.43,6.14,2.26,0.14,46.2,16.26,1.1,1.1,2.7,84,1,1,7.4,116.9,0,1530,654,13,0,16.2,0.43,146,149,47,5872,334,18,316,77,222,224,77,523,99,2,83,265,8,15,265,141,123
scdpsns,sc,1523,dp,Del Puerto,s,ns,scdpsns,37.33261,-121.20691,229,216.4,9.6,0,1.14,17.86,0.14,0.36,2.86,0,74.29,0,0,2.2,74.6,24.6,12,7,227.8,4.16,320.9,1335,17.3,0,10,4.16,157,154,46,6094,347,18,329,80,234,234,80,357,70,1,84,184,5,5,184,93,105
scdpsse,sc,1523,dp,Del Puerto,s,se,scdpsse,37.40690,-121.40970,499,131,27.9,0.29,86.14,10.57,0.43,0.77,0,35.25,2.71,0.53,0.53,2,70,4.4,4.9,7.4,41.6,0.7,745.5,456.9,13.5,0,8.6,0.61,146,149,47,5872,334,18,316,77,222,224,77,523,99,2,83,265,8,15,265,141,123
scepnns,sc,1175,ep,Edgewood Park,n,ns,scepnns,37.47828,-122.28927,137,35.7,23.4,0,0,0.57,0,7.14,0,44.86,51.57,0.66,1.38,4.6,121.6,4.5,2.8,5.3,164,3.73,231.4,863.3,27,3,9.8,3.73,137,105,55,3125,234,44,190,97,173,176,97,619,125,2,87,320,9,13,320,199,181
scepnse,sc,1175,ep,Edgewood Park,n,se,scepnse,37.46188,-122.28107,220,354,15.1,11,3,0,34.14,6.79,0.86,83.1,3.59,2.06,2.06,16.8,366,14.2,18,6.1,182.2,7.9,1629,2372,26.7,4.2,30,1.46,135,108,55,3177,236,43,193,96,172,176,96,679,135,2,86,349,10,14,349,176,152
scepsns,sc,1175,ep,Edgewood Park,s,ns,scepsns,37.47528,-122.29187,140,207,24.3,0,3.86,31.57,0,1.29,0,66.86,27.57,1.07,1.5,6.1,151.4,4.4,6,6.4,227.9,3.61,516.9,1866,29.2,1.4,15.7,3.61,135,105,55,3049,233,45,188,97,170,175,97,660,132,2,85,339,10,13,339,210,198
scepsse,sc,1175,ep,Edgewood Park,s,se,scepsse,37.46267,-122.27690,238,179,21,1.56,10.43,4.21,7.14,5.39,1,52.88,39.31,1.59,1.59,4,110,14.3,4.1,6.9,97.7,1.7,2245,536.6,21.3,0.3,21.8,0.24,135,108,55,3177,236,43,193,96,172,176,96,679,135,2,86,349,10,14,349,150,139
scginns,sc,1788,gi,Gilroy,n,ns,scginns,37.00313,-121.68027,151,24.9,26,16.71,9.43,2.14,0,9,0,0,16.86,0.02,0.02,5.7,144.6,18.8,2.8,6.6,145.1,6.96,251.3,1749,19.6,0.7,12,6.96,145,143,56,4021,281,26,255,94,193,196,94,572,117,2,89,305,7,12,305,83,223
